Numero_Ata;UASG_Gerenciadora;Processo_Compra;Data_Assinatura;Vigencia_Inicial;Vigencia_Final;CNPJ_Fornecedor;Razao_Social_Fornecedor;Numero_Item;Descricao_Item;Qtd_Originaria_Edital;Qtd_Homologada_Vigente;Valor_Unitario_R$;Valor_Total_Item_R$;Objeto_Ata
"00058/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90018/2025";"19/09/2025";"22/09/2025";"22/09/2026";"63.067.904/0005-88";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00004";"material: polipropileno, capacidade: até 1025 mcl, acessórios: com filtro hidrófobo, esterilidade*: estéril, livre de dnase e rnase, tipo uso*: descartável, adicional: condutiva";"50";"50";"6.069,62";"303.481,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de motocicleta, 300cc, caracterizada, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado no item 01 do Termo de Referência (31619371), anexo do Edital do Pregão Eletrônico nº 90018/2025 (31619382), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00058/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90018/2025";"19/09/2025";"22/09/2025";"22/09/2026";"63.067.904/0005-88";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00006";"tipo: placa 96 poços, tipo de análise: para calibração espectral, característica adicional: para sequenciador automático de dna";"233";"233";"1.208,37";"281.550,21";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de motocicleta, 300cc, caracterizada, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado no item 01 do Termo de Referência (31619371), anexo do Edital do Pregão Eletrônico nº 90018/2025 (31619382), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00058/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90018/2025";"19/09/2025";"22/09/2025";"22/09/2026";"63.067.904/0005-88";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00003";"material: polipropileno, capacidade: até 1025 mcl, acessórios: com filtro hidrófobo, esterilidade*: estéril, livre de dnase e rnase, tipo uso*: descartável, adicional: condutiva";"182";"182";"4.101,37";"746.449,34";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de motocicleta, 300cc, caracterizada, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado no item 01 do Termo de Referência (31619371), anexo do Edital do Pregão Eletrônico nº 90018/2025 (31619382), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00058/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90018/2025";"19/09/2025";"22/09/2025";"22/09/2026";"63.067.904/0005-88";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00005";"material: polipropileno, capacidade: até 50 mcl, acessórios: com filtro hidrófobo, esterilidade*: estéril, livre de dnase e rnase, tipo uso*: descartável, adicional: condutiva";"126";"126";"5.989,69";"754.700,94";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de motocicleta, 300cc, caracterizada, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado no item 01 do Termo de Referência (31619371), anexo do Edital do Pregão Eletrônico nº 90018/2025 (31619382), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00058/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90018/2025";"19/09/2025";"22/09/2025";"22/09/2026";"63.067.904/0005-88";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00007";"tipo: placa 96 poços, tipo de análise: para calibração espectral, característica adicional: para sequenciador automático de dna";"64";"64";"3.097,26";"198.224,64";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de motocicleta, 300cc, caracterizada, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado no item 01 do Termo de Referência (31619371), anexo do Edital do Pregão Eletrônico nº 90018/2025 (31619382), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00058/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90018/2025";"19/09/2025";"22/09/2025";"22/09/2026";"10.144.013/0001-98";"PERNAMBUCO MOTOS LTDA";"00001";"VEÍCULO TRANSPORTE PESSOAL, APLICAÇÃO MILITAR, TIPO MOTOCICLETA, CAPACIDADE TRANSPORTE PASSAGEIROS 2 UN, TRAÇÃO 2 X 1, COMBUSTÍVEL GASOLINA, CAPACIDADE TANQUE COMBUSTÍVEL 12 L";"1539";"1539";"49.390,00";"76.011.210,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de motocicleta, 300cc, caracterizada, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado no item 01 do Termo de Referência (31619371), anexo do Edital do Pregão Eletrônico nº 90018/2025 (31619382), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00055/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90011/2025";"17/09/2025";"22/09/2025";"22/09/2026";"07.560.240/0001-90";"MARINE METALURGICA LTDA";"00001";"LANCHA, MATERIAL CASCO ALUMÍNIO LIGA NAVAL, COMPRIMENTO 8 M, BOCA 2,9 M, CALADO 0,7 M, POTÊNCIA MÁXIMA MOTOR 900 HP, PESO 7 T, QUANTIDADE PASSAGEIRO 8 UN, ACESSÓRIOS SISTEMA DE MONITORAMENTO E REGISTRO DE IMAGENS, CARACTERÍSTICAS ADICIONAIS BLINDADA, TIPO MOTOR MOTOR CENTRO COM EIXO, COMBUSTÍVEL GASOLINA, CAPACIDADE TANQUE COMBUSTÍVEL 1.500 L, TIPO CAPOTA CAPOTA FIXA";"1050";"1050";"615.012,90";"645.763.545,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de câmeras termográficas, para atender demanda da Secretaria Nacional, nos termos da tabela abaixo, conforme condições e exigências estabelecidas de Segurança Pública e demais órgão participantes, especificado no item 01 do Termo de Referência (30828013), anexo do Edital do Pregão Eletrônico Internacional nº 90011/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00055/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90011/2025";"17/09/2025";"22/09/2025";"22/09/2026";"07.204.578/0001-09";"FLIR SYSTEMS BRASIL COMERCIO DE CAMERAS INFRAVERMELHAS LTDA.";"00001";"LENTE CÂMERA TERMOGRÁFICA, CAMPO VISÃO HORIZONTAL HFOV 10 GRAUS (0,18 A 2 M), CAMPO VISÃO VERTICAL VFOV 7,50 GRAUS (0,14 A 2 M), DISTÂNCIA FOCAL MÍNIMA 2 M, COMPRIMENTO 4,80 CM, DIÂMETRO 11,70 CM, REFERÊNCIA LENTE 10 GRAU 194176";"389";"389";"17.999,00";"7.001.611,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de câmeras termográficas, para atender demanda da Secretaria Nacional, nos termos da tabela abaixo, conforme condições e exigências estabelecidas de Segurança Pública e demais órgão participantes, especificado no item 01 do Termo de Referência (30828013), anexo do Edital do Pregão Eletrônico Internacional nº 90011/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00056/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90016/2025";"11/09/2025";"16/09/2025";"16/09/2026";"63.067.904/0002-35";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00002";"Equipamento Laboratório Tipo: P/ Purificação De Ácidos Nucleicos E Proteínas , Método: P/ Colunas De Centrifugação , Ajuste: Ajuste Digital,C/ Tela Sensível Toque, Programável , Característica Adicional: C/ Agitador Orbital, Rotor Até 12.000 Rpm , Componentes: C/ Compartimento Expurgo, Estante Reagentes";"14";"14";"2.684.489,77";"37.582.856,78";"Registro de preços para a eventual aquisição de veículo policial, tipo sedan, descaracterizado e com proteção balística, destinado a atender a Secretaria Nacional de Segurança Pública e demais órgãos participantes, especificado no Termo de Referência (32216150), anexo do Edital do Pregão Eletrônico nº 90016/2025 (30891012)"
"00056/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90016/2025";"11/09/2025";"16/09/2025";"16/09/2026";"63.067.904/0002-35";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD";"00001";"Equipamento Laboratório Tipo: P/ Purificação De Ácidos Nucleicos E Proteínas , Método: P/ Colunas De Centrifugação , Ajuste: Ajuste Digital,C/ Tela Sensível Toque, Programável , Característica Adicional: C/ Agitador Orbital, Rotor Até 12.000 Rpm , Componentes: C/ Compartimento Expurgo, Estante Reagentes";"15";"15";"2.898.064,78";"43.470.971,70";"Registro de preços para a eventual aquisição de veículo policial, tipo sedan, descaracterizado e com proteção balística, destinado a atender a Secretaria Nacional de Segurança Pública e demais órgãos participantes, especificado no Termo de Referência (32216150), anexo do Edital do Pregão Eletrônico nº 90016/2025 (30891012)"
"00056/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90016/2025";"11/09/2025";"16/09/2025";"16/09/2026";"17.140.820/0007-77";"BYD DO BRASIL LTDA.";"00001";"AUTOMÓVEL, TIPO MOTOR 1.6 L, QUANTIDADE PORTAS 4 UN, TIPO COMBUSTÍVEL BI- COMBUSTÍVEL, POTÊNCIA MÍNIMA 140 CV, CAPACIDADE PORTA-MALA 430 L, QUANTIDADE PASSAGEIRO 5 UN, MODELO SEDAN, COR METÁLICA, CARACTERÍSTICAS ADICIONAIS AR CONDICIONADO, DIREÇÃO HIDRÁULICA";"1411";"1411";"273.000,00";"385.203.000,00";"Registro de preços para a eventual aquisição de veículo policial, tipo sedan, descaracterizado e com proteção balística, destinado a atender a Secretaria Nacional de Segurança Pública e demais órgãos participantes, especificado no Termo de Referência (32216150), anexo do Edital do Pregão Eletrônico nº 90016/2025 (30891012)"
"00057/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90019/2025";"11/09/2025";"16/09/2025";"16/09/2026";"01.334.250/0003-92";"QIAGEN BIOTECNOLOGIA BRASIL LTDA.";"00001";"Ponteira Laboratório Material: Polipropileno , Capacidade: Até 50 Mcl , Acessórios: Com Filtro Hidrófobo , Esterilidade*: Estéril, Livre De Dnase E Rnase , Tipo Uso*: Descartável , Adicional: Condutiva";"324";"324";"1.696,00";"549.504,00";"Registro de preços para a eventual contratação de software para localização, rastreamento e análise de transações com criptoativos, baseadas em blockchain, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado(s) no Termo de Referência nº 77/2025(31846449), anexo do Edital do Pregão Eletrônico nº 90019/2025(31788686)."
"00057/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90019/2025";"11/09/2025";"16/09/2025";"16/09/2026";"01.334.250/0003-92";"QIAGEN BIOTECNOLOGIA BRASIL LTDA.";"00002";"Ponteira Laboratório Material: Polipropileno , Capacidade: Até 200 Mcl , Acessórios: Com Filtro Hidrófobo , Esterilidade*: Estéril, Livre De Dnase E Rnase , Tipo Uso*: Descartável , Adicional: Condutiva";"89";"89";"1.682,00";"149.698,00";"Registro de preços para a eventual contratação de software para localização, rastreamento e análise de transações com criptoativos, baseadas em blockchain, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado(s) no Termo de Referência nº 77/2025(31846449), anexo do Edital do Pregão Eletrônico nº 90019/2025(31788686)."
