Numero_Ata;UASG_Gerenciadora;Processo_Compra;Modalidade;Data_Assinatura;Vigencia_Inicial;Vigencia_Final;Status_Vigencia;Valor_Total_Ata_R$;Fornecedores_Registrados;Qtd_Itens;Objeto;Link_PNCP
"00017/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90010/2025";"Pregão";"22/04/2026";"24/04/2026";"24/04/2027";"Vigente";"77.038,78";"STEEL SOLUTION MOBILIARIO CORPORATIVO LTDA (20.489.785/0001-15) | MARIA EDUARDA DOS SANTOS VICENTE  LTDA (53.588.462/0001-38)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de Atendimento Pré-Hospitalar (APH) e APH Tático, especificado no item 59 do Termo de Referência (31465512), anexo do edital de Licitação nº 10/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/322/11"
"00014/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90010/2025";"Pregão";"16/04/2026";"17/04/2026";"17/04/2027";"Vigente";"10.952.833,67";"V - SEG COMERCIO DE PRODUTOS MILITARES LTDA (50.000.823/0001-95) | DMD EQUIPAMENTOS LTDA (37.265.248/0001-94)";"3";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de Atendimento Pré-Hospitalar (APH) e APH Tático, especificado nos itens 50, 80 e 81 do Termo de Referência (31465512), anexo do edital de Licitação nº 10/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/322/10"
"00018/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90010/2025";"Pregão";"16/04/2026";"17/04/2026";"17/04/2027";"Vigente";"2.553.822,48";"GENERAL MOTORS DO BRASIL LTDA (59.275.792/0001-50) | FSG COMERCIO E CONSULTORIA LICITATORIA LTDA (54.974.490/0001-56)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de Atendimento Pré-Hospitalar (APH) e APH Tático, especificado no item 82 do Termo de Referência (31465512), anexo do edital de Licitação nº 10/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição";"https://pncp.gov.br/app/atas/00394494000136/2025/322/9"
"00016/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90010/2025";"Pregão";"10/04/2026";"17/04/2026";"17/04/2027";"Vigente";"2.275.642,95";"CANTARES MAGAZINE LTDA (07.831.740/0001-19) | TMA - MEDICINA TACTICA LTDA (34.860.017/0001-30)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de Atendimento Pré-Hospitalar (APH) e APH Tático, especificado no item 53 do Termo de Referência (31465512), anexo do edital de Licitação nº 10/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/322/8"
"00018/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90029/2024";"Pregão";"11/04/2025";"15/04/2025";"15/04/2027";"Vigente";"1.228.179.277,08";"GENERAL MOTORS DO BRASIL LTDA (59.275.792/0001-50) | FSG COMERCIO E CONSULTORIA LICITATORIA LTDA (54.974.490/0001-56)";"1";"Registro de preço para aquisição de veículos caracterizados e descaracterizados, para atender a Secretaria Nacional de  Segurança Pública, e demais órgãos participantes, e demais órgãos participantes, conforme condições, quantidades e  exigências estabelecidas no Edital e seus anexos";"https://pncp.gov.br/app/atas/00394494000136/2024/1436/2"
"00024/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90051/2025";"Pregão";"06/04/2026";"07/04/2026";"07/04/2027";"Vigente";"22.467.000,00";"VANGUARDA INFORMATICA LTDA (27.975.551/0003-99) | RAFAEL INDUSTRIA E CONFECCOES LTDA (09.211.871/0001-29) | SAFETY WALL DEFESA E SEGURANCA LTDA. (10.194.062/0001-35)";"2";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de coletores de projéteis de arma de fogo para equipar os Laboratórios de Balística Forense dos Órgãos de Perícia Criminal Estaduais, do Distrito Federal e Polícia Federal, utilizados para realização de exames periciais de balística forense, especificados nos itens 2 e 3 do Termo de Referência, anexo I do edital de Licitação nº 90051/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/1651/1"
"00019/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90029/2024";"Pregão";"03/04/2025";"04/04/2025";"04/04/2027";"Vigente";"397.251.827,28";"BEM ESTAR HOSPITALAR COMERCIO DE EQUIPAMENTOS HOSPITALAR E MATERIAIS PARA SAUDE  (08.299.803/0001-09) | CIRURGICA SAO FELIPE PRODUTOS PARA SAUDE LTDA (07.626.776/0001-60)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de veículos especiais, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado no Termo de Referência, anexo do Edital do Pregão Eletrônico nº 90029/2024.";"https://pncp.gov.br/app/atas/00394494000136/2024/1436/1"
"00022/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90022/2024";"Pregão";"03/04/2025";"04/04/2025";"04/04/2027";"Vigente (Prorrogada PNCP)";"606.900,00";"ECOVOLT TECNOLOGIA, COMERCIO E SERVICO LTDA (26.762.139/0001-66) | DIMORVAN DAVI MENEGUSSO LTDA (07.065.479/0001-93) | COMPANHIA BRASILEIRA DE CARTUCHOS (57.494.031/0010-54)";"1";"Registro de preços para a eventual aquisição de equipamentos de combate a incêndios florestais, especificado no item 07 do Termo de Referência (SEI MJ 29251066), anexo I do edital de Licitação nº 22/2024 (SEI MJ 29283387).";"https://pncp.gov.br/app/atas/00394494000136/2024/947/8"
"00021/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90022/2024";"Pregão";"03/04/2025";"04/04/2025";"04/04/2027";"Vigente";"5.605.517,50";"CONVERGINT COMERCIO E SERVICOS DE TECNOLOGIA LTDA (58.619.404/0008-14) | PROPARTS COMERCIO DE ARTIGOS ESPORTIVOS E TECNOLOGIA LTDA (68.365.501/0003-77) | LYSSA INTIMATES, COMERCIO, REALIZACOES E REPRESENTACOES LTDA (37.403.745/0001-01)";"1";"Registro de preços para a eventual aquisição de equipamentos de combate a incêndios florestais, especificado no item 05 do Termo de Referência (SEI MJ 29251066), anexo I do edital de Licitação nº 22/2024 (SEI MJ 29283387).";"https://pncp.gov.br/app/atas/00394494000136/2024/947/7"
"00016/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90054/2024";"Pregão";"02/04/2025";"03/04/2025";"03/04/2027";"Vigente";"8.041.588,73";"CANTARES MAGAZINE LTDA (07.831.740/0001-19) | TMA - MEDICINA TACTICA LTDA (34.860.017/0001-30)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de Freezers Científicos, Cofres de Segurança e Armários Deslizantes, especificado(s) no(s) item(ns) 2 do Termo de Referência, anexo do Edital do Pregão Eletrônico nº 90054/2024.";"https://pncp.gov.br/app/atas/00394494000136/2024/1413/2"
"00012/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90022/2024";"Pregão";"02/04/2025";"03/04/2025";"03/04/2027";"Vigente";"24.929.117,46";"EQUILIBRIO EQUIPAMENTOS DE PROTECAO AMBIENTAL LTDA (12.124.712/0001-00) | ARMADA ARTIGOS MILITARES LTDA (26.645.437/0001-76)";"1";"Eventual aquisição de equipamentos de combate a incêndios florestais, especificado no item 04 do Termo de Referência (SEI MJ 29251066), anexo I do edital de Licitação nº 22/2024 (SEI MJ 29283387).";"https://pncp.gov.br/app/atas/00394494000136/2024/947/6"
"00001/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"00186/2025";"Inexigibilidade";"23/03/2026";"02/04/2026";"02/04/2027";"Vigente";"2.504.646,20";"MIGUEL HERNANDEZ INDUSTRIA, COMERCIO DE EQUIPAMENTOS DE SEGURANCA LTDA (32.216.668/0001-67) | RSTECH REPAROS E SOLUCOES TECNOLOGICAS LTDA (10.261.106/0001-00)";"6";"A presente Ata tem por objeto o registro de preços para a eventual manutenção preventiva e corretiva dos equipamentos Maxwell que é parte integrante desta Ata, assim RSC, Maxwell RSC 48 e Spectrum, especificados nos itens de 1 a 6 do Termo de Referência como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/1431/1"
"00012/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90010/2025";"Pregão";"31/03/2026";"01/04/2026";"01/04/2027";"Vigente";"1.140.433,05";"EQUILIBRIO EQUIPAMENTOS DE PROTECAO AMBIENTAL LTDA (12.124.712/0001-00) | ARMADA ARTIGOS MILITARES LTDA (26.645.437/0001-76)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de Atendimento Pré-Hospitalar (APH) e APH Tático, especificado no item 44 do Termo de Referência (31465512), anexo do edital de Licitação nº 10/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/322/7"
"00011/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90010/2025";"Pregão";"31/03/2026";"01/04/2026";"01/04/2027";"Vigente";"3.741.350,25";"SERMEDICALL ARP EQUIPAMENTOS DE RESGATE E SEGURANCA LTDA (93.726.446/0001-89) | ORTOPRATIKA INDUSTRIA E COMERCIO LTDA (61.148.037/0001-56)";"6";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de Atendimento Pré-Hospitalar (APH) e APH Tático, especificado nos itens 36, 46, 55, 56, 57 e 65 do Termo de Referência (31465512), anexo do edital de Licitação nº 10/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/322/6"
"00010/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90010/2025";"Pregão";"27/03/2026";"30/03/2026";"30/03/2027";"Vigente";"23.368.633,61";"RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA (15.453.449/0004-25) | TYR MEDICAL LTDA (37.954.697/0001-40)";"7";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de Atendimento Pré-Hospitalar (APH) e APH Tático, especificado nos itens 41, 42, 43, 45, 75, 76 e 79 do Termo de Referência (31465512), anexo do edital de Licitação nº 10/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/322/4"
"00013/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90010/2025";"Pregão";"27/03/2026";"30/03/2026";"30/03/2027";"Vigente";"4.773.331,66";"SCORP INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE SEGURANCA LTDA (07.585.866/0001-50) | ALFA MED SISTEMAS MEDICOS LTDA (11.405.384/0001-49)";"2";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de Atendimento Pré-Hospitalar (APH) e APH Tático, especificado nos itens 47 e 48 do Termo de Referência (31465512), anexo do edital de Licitação nº 10/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/322/5"
"00014/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"Pregão";"21/03/2025";"26/03/2025";"27/03/2027";"Vigente";"6.208.445,55";"V - SEG COMERCIO DE PRODUTOS MILITARES LTDA (50.000.823/0001-95) | DMD EQUIPAMENTOS LTDA (37.265.248/0001-94)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 4, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 34/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (30225926), independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2024/1398/4"
"00013/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"Pregão";"21/03/2025";"26/03/2025";"27/03/2027";"Vigente";"4.954.169,52";"SCORP INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE SEGURANCA LTDA (07.585.866/0001-50) | ALFA MED SISTEMAS MEDICOS LTDA (11.405.384/0001-49)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 1, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 34/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (30199825), independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2024/1398/3"
"00008/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90010/2025";"Pregão";"24/03/2026";"27/03/2026";"27/03/2027";"Vigente";"218.908,26";"PROMEGA BIOTECNOLOGIA DO BRASIL LTDA. (11.909.227/0001-70) | ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA (06.105.362/0001-23)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de Atendimento Pré-Hospitalar (APH) e APH Tático, especificado no item 34 do Termo de Referência (31465512), anexo do edital de Licitação nº 10/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/322/3"
"00007/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90010/2025";"Pregão";"24/03/2026";"26/03/2026";"26/03/2027";"Vigente";"143.620.730,45";"QIAGEN BIOTECNOLOGIA BRASIL LTDA. (01.334.250/0003-92) | JP PHARMA IMPORTACAO E DISTRIBUICAO LTDA (10.512.195/0001-02)";"13";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de Atendimento Pré-Hospitalar (APH) e APH Tático, especificado no grupo 02 e itens 40 e 89 do Termo de Referência (31465512), anexo do edital de Licitação nº 10/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/322/2"
"00022/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90013/2024";"Pregão";"25/03/2026";"26/03/2026";"26/03/2027";"Vigente";"28.823.895,51";"ECOVOLT TECNOLOGIA, COMERCIO E SERVICO LTDA (26.762.139/0001-66) | DIMORVAN DAVI MENEGUSSO LTDA (07.065.479/0001-93) | COMPANHIA BRASILEIRA DE CARTUCHOS (57.494.031/0010-54)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de armamentos tipo espingarda calibre 12, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgãos participantes, especificados no item 01 do Termo de Referência (28875819), anexo do Edital do Pregão Eletrônico nº 90013/2024, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2024/808/1"
"00007/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90052/2024";"Pregão";"21/03/2025";"24/03/2025";"24/03/2027";"Vigente";"4.950.120,00";"QIAGEN BIOTECNOLOGIA BRASIL LTDA. (01.334.250/0003-92) | JP PHARMA IMPORTACAO E DISTRIBUICAO LTDA (10.512.195/0001-02)";"1";"Em se tratando de compra estruturada no âmbito do programa ComprasSusp, o processo de contratação ocorreu de maneira centralizada pela Secretaria Nacional de Segurança Pública. Retifica-se a marcação da compra como centralizada no módulo gestão de ata do Contratos.govbr.";"https://pncp.gov.br/app/atas/00394494000136/2024/1410/2"
"00009/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90052/2024";"Pregão";"21/03/2025";"24/03/2025";"24/03/2027";"Vigente";"725.152,00";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD (63.067.904/0005-88)";"1";"Eventual aquisição de insumos para a coleta de material biológico de condenados, conforme preconiza a Lei de Execução Penal, além de insumos para a quantificação e amplificação de STRs de amostras dos Laboratórios de Genética Forense das Unidades da Federação da Rede Integrada de Bancos de Perfis Genéticos (RIBPG), especificado(s) no(s) item(ns) 4 do Termo de Referência, anexo do Edital do Pregão Eletrônico nº 90052 /2024";"https://pncp.gov.br/app/atas/00394494000136/2024/1410/3"
"00008/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90052/2024";"Pregão";"11/03/2025";"20/03/2025";"20/03/2027";"Vigente";"2.379.200,00";"PROMEGA BIOTECNOLOGIA DO BRASIL LTDA. (11.909.227/0001-70) | ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA (06.105.362/0001-23)";"2";"eventual aquisição de insumos para a coleta de material biológico de  condenados, conforme preconiza a Lei de Execução Penal, além de insumos  para a quanficação e amplificação de STRs de amostras dos Laboratórios de  Genéca Forense das Unidades da Federação da Rede Integrada de Bancos de  Perfis Genécos (RIBPG), especificado(s) no(s) item(ns) 2 e 3 do Termo de  Referência, anexo do Edital do Pregão Eletrônico nº 90052 /2024";"https://pncp.gov.br/app/atas/00394494000136/2024/1410/1"
"00006/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90010/2025";"Pregão";"17/03/2026";"18/03/2026";"18/03/2027";"Vigente";"37.198,85";"APURA COMERCIO DE SOFTWARES E ASSESSORIA EM TECNOLOGIA DA INFORMACAO S.A. (15.690.857/0002-39) | BEM ESTAR HOSPITALAR COMERCIO DE EQUIPAMENTOS HOSPITALAR E MATERIAIS PARA SAUDE  (08.299.803/0001-09)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de Atendimento Pré-Hospitalar (APH) e APH Tático, especificado no item 04 do Termo de Referência (31465512), anexo do edital de Licitação nº 10/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/322/1"
"00023/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1576/2025";"Inexigibilidade";"26/02/2026";"16/03/2026";"16/03/2027";"Vigente (Contratos.gov.br)";"62.355.661,38";"ARCADE TECNOLOGIA LTDA (00.850.974/0002-45) | BOOTMINAS CALCADOS LTDA (00.612.163/0001-25) | LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD (63.067.904/0002-35)";"1";"Contratação de serviços contínuos de manutenção preventiva e corretiva dos equipamentos ""3500 Series Genetic Analyser for HID, 3500XL Genetic Analyser for HID, Veriti Pro Thermal Cycler 96-well, QuantStudio 5 real-Time PCR systems 96-well 0,2ml, 7500 Real-0me PCR System, Card Processing Automation 200 - CPA200, Automate Nucleic Acid Extraction System, Proflex PCR System, RapidHTID""";"https://pncp.gov.br/app/atas/00394494000136/2025/1576/2"
